station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
OZR,2023-07-12 08:55,72.7,22.61,71.4,21.89,95.7,72.7,0.0,1015.8,0.0,0.0,,CLR,,93.22989065811696,89.99999999999986
HEY,2023-07-12 08:55,73.4,23.0,73.0,22.78,98.66,73.4,0.0,1015.1,0.0,0.0,,CLR,,28.815802733942245,27.499999999999858
LOR,2023-07-12 08:55,71.8,22.11,71.0,21.67,96.99,71.8,0.0,1014.0,0.0,0.0,,CLR,,64.60857590297938,54.999999999999716
MXF,2023-07-12 08:55,74.3,23.5,72.0,22.22,92.86,74.3,0.0,1014.6,0.0,0.0,,CLR,,157.98619557564197,160.00000000000014
MOB,2023-07-12 08:56,74.0,23.33,70.0,21.11,87.63,73.9,0.0,1014.9,0.0,0.0,,CLR,,279.4773375548225,277.4999999999999
GAD,2023-07-12 08:56,68.0,20.0,68.0,20.0,100.0,68.0,0.0,1016.4,0.0,0.0,,CLR,,-6.759158235459867e-12,0.0
EKY,2023-07-12 08:56,70.0,21.11,70.0,21.11,100.0,70.0,3.0,1000.8,0.0,0.0,,CLR,,0.0,0.0
1M4,2023-07-12 08:56,69.0,20.56,69.0,20.56,100.0,69.1,0.0,1014.8,0.0,0.0,,OVC,3700.0,3.387596365145442e-12,0.0
EUF,2023-07-12 08:58,72.0,22.22,71.0,21.67,96.99,72.0,0.0,1015.4,0.0,0.0,,CLR,,64.67566278240105,68.74999999999964
0J4,2023-07-12 08:58,75.0,23.89,71.0,21.67,87.68,75.0,0.0,1016.0,0.0,0.0,,FEW,1200.0,279.7683357436887,277.4999999999999
PRN,2023-07-12 08:58,71.0,21.67,71.0,21.67,100.0,71.1,0.0,1010.4,0.0,0.0,,FEW,100.0,-6.807436993029745e-12,0.0
HSV,2023-07-12 09:53,70.0,21.11,68.0,20.0,93.37,70.0,4.0,1015.0,0.0,0.0,,CLR,,143.0779847861463,138.74999999999994
EET,2023-07-12 09:53,74.0,23.33,73.0,22.78,97.02,73.9,0.0,1015.4,0.0,0.0,,BKN,500.0,64.71202416583198,68.74999999999964
TOI,2023-07-12 09:53,75.0,23.89,72.0,22.22,90.4,75.0,0.0,1015.8,0.0,0.0,,FEW,200.0,215.44399227591788,208.75000000000023
DHN,2023-07-12 09:53,75.0,23.89,73.0,22.78,93.51,75.0,3.0,1016.8,0.0,0.0,,CLR,,143.74702573177362,138.74999999999994
BHM,2023-07-12 09:53,74.0,23.33,68.0,20.0,81.82,73.9,0.0,1015.7,0.0,0.0,,CLR,,421.710037774688,416.2499999999998
ANB,2023-07-12 09:53,69.0,20.56,68.0,20.0,96.29,69.1,3.0,1015.4,0.0,0.0,,CLR,,78.68176724900313,69.99999999999984
MGM,2023-07-12 09:53,75.0,23.89,73.0,22.78,93.51,75.0,4.0,1015.5,0.0,0.0,,CLR,,143.74995335157686,138.74999999999994
DCU,2023-07-12 09:53,68.0,20.0,67.0,19.44,96.28,68.0,0.0,1015.2,0.0,0.0,,CLR,,78.47611562695069,69.99999999999984
GZH,2023-07-12 09:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1015.5,0.0,0.0,,VV ,200.0,136.38019278900265,138.74999999999994
BFM,2023-07-12 09:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1015.6,0.0,0.0,,CLR,,136.37999233771333,138.74999999999994
MSL,2023-07-12 09:53,72.0,22.22,69.0,20.56,90.59,72.0,0.0,1014.5,0.0,0.0,,BKN,4300.0,207.67519735164194,207.50000000000003
SXS,2023-07-12 09:55,73.0,22.78,72.7,22.61,98.99,73.0,0.0,1015.3,0.0,0.0,,CLR,,21.644655657412077,21.250000000000213
HUA,2023-07-12 09:55,67.0,19.44,66.6,19.22,98.97,66.9,0.0,1015.0,0.0,0.0,,CLR,,21.377004797853512,27.500000000000302
OZR,2023-07-12 09:55,73.0,22.78,71.8,22.11,96.03,73.0,0.0,1015.8,0.0,0.0,,CLR,,86.09952966104538,83.75000000000021
MXF,2023-07-12 09:55,74.0,23.33,72.0,22.22,93.17,74.1,0.0,1015.0,0.0,0.0,,CLR,,150.68384058819092,138.74999999999994
HEY,2023-07-12 09:55,72.7,22.61,72.3,22.39,98.66,72.7,0.0,1015.1,0.0,0.0,,CLR,,28.707364914518717,27.499999999999858
LOR,2023-07-12 09:55,71.8,22.11,71.0,21.67,97.65,71.8,0.0,1014.3,0.0,0.0,,CLR,,50.30705062348955,54.999999999999716
1M4,2023-07-12 09:56,70.0,21.11,70.0,21.11,100.0,70.0,0.0,1014.9,0.0,0.0,,SCT,3300.0,-6.790903489255763e-12,0.0
MOB,2023-07-12 09:56,73.0,22.78,70.0,21.11,90.32,73.0,0.0,1015.2,0.0,0.0,,CLR,,215.02454616238637,208.75000000000023
79J,2023-07-12 09:56,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1015.4,0.0,0.0,,CLR,,136.38039328018507,138.74999999999994
GAD,2023-07-12 09:56,67.0,19.44,67.0,19.44,100.0,66.9,0.0,1016.4,0.0,0.0,,CLR,,-6.743364097231102e-12,0.0
EKY,2023-07-12 09:56,71.0,21.67,71.0,21.67,100.0,71.1,3.0,1001.1,0.0,0.0,,BKN,600.0,-6.808319073294312e-12,0.0
EUF,2023-07-12 09:58,73.0,22.78,72.0,22.22,96.68,73.0,0.0,1015.9,0.0,0.0,,SCT,5000.0,71.8121038858251,70.00000000000028
0J4,2023-07-12 09:58,75.0,23.89,70.0,21.11,84.46,75.0,0.0,1016.1,0.0,0.0,,CLR,,358.0011319431051,347.5000000000001
HSV,2023-07-12 10:53,69.0,20.56,68.0,20.0,96.29,69.1,4.0,1015.3,0.0,0.0,,FEW,4500.0,78.68187085016257,69.99999999999984
DHN,2023-07-12 10:53,75.0,23.89,72.0,22.22,90.4,75.0,0.0,1016.9,0.0,0.0,,CLR,,215.4404063075854,208.75000000000023
DCU,2023-07-12 10:53,68.0,20.0,66.0,18.89,93.32,68.0,3.0,1015.4,0.0,0.0,,SCT,5000.0,142.67071607423765,138.74999999999994
ANB,2023-07-12 10:53,69.0,20.56,68.0,20.0,96.29,69.1,3.0,1015.8,0.0,0.0,,CLR,,78.68135305019767,69.99999999999984
MGM,2023-07-12 10:53,75.0,23.89,73.0,22.78,93.51,75.0,4.0,1016.1,0.0,0.0,,BKN,200.0,143.7486012015392,138.74999999999994
TCL,2023-07-12 10:53,75.0,23.89,75.0,23.89,100.0,75.0,4.0,1015.6,0.0,0.0,,,,0.0,0.0
EET,2023-07-12 10:53,75.0,23.89,74.0,23.33,96.38,75.0,0.0,1015.8,0.0,0.0,,OVC,300.0,79.24092017789488,70.00000000000028
TOI,2023-07-12 10:53,75.0,23.89,71.0,21.67,87.68,75.0,0.0,1016.1,0.0,0.0,,CLR,,279.7679250939776,277.4999999999999
GZH,2023-07-12 10:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1016.3,0.0,0.0,,VV ,200.0,136.37859029431044,138.74999999999994
BFM,2023-07-12 10:53,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1016.1,0.0,0.0,,FEW,3300.0,136.37899067903157,138.74999999999994
MSL,2023-07-12 10:53,73.0,22.78,69.0,20.56,87.59,73.0,0.0,1014.8,0.0,0.0,,BKN,3900.0,278.9700081794852,277.5000000000003
BHM,2023-07-12 10:53,74.0,23.33,69.0,20.56,84.97,73.9,4.0,1015.9,0.0,0.0,,FEW,3200.0,343.62805865297264,346.24999999999994
SXS,2023-07-12 10:55,72.7,22.61,72.3,22.39,98.66,72.7,0.0,1015.7,0.0,0.0,,CLR,,28.70710103403725,27.499999999999858
OZR,2023-07-12 10:55,72.3,22.39,71.4,21.89,97.0,72.3,0.0,1016.2,0.0,0.0,,CLR,,64.56296808442977,62.5
LOR,2023-07-12 10:55,71.4,21.89,70.7,21.5,97.65,71.4,0.0,1014.4,0.0,0.0,,CLR,,50.20054255361143,48.75000000000007
MXF,2023-07-12 10:55,73.8,23.22,72.0,22.22,94.11,73.8,0.0,1016.0,0.0,0.0,,CLR,,129.298973097319,125.0
HEY,2023-07-12 10:55,73.0,22.78,72.5,22.5,98.66,72.9,0.0,1015.4,0.0,0.0,,CLR,,28.754431330808217,35.00000000000014
HUA,2023-07-12 10:55,67.3,19.61,67.0,19.44,98.63,67.3,0.0,1015.3,0.0,0.0,,CLR,,28.518813151165187,21.24999999999977
1M4,2023-07-12 10:56,70.0,21.11,70.0,21.11,100.0,70.0,0.0,1015.4,0.0,0.0,,BKN,3100.0,0.0,0.0
EKY,2023-07-12 10:56,73.0,22.78,73.0,22.78,100.0,73.0,4.0,1001.6,0.0,0.0,,OVC,400.0,0.0,0.0
79J,2023-07-12 10:56,73.0,22.78,71.0,21.67,93.77,73.0,0.0,1015.8,0.0,0.0,,CLR,,136.3795915547114,138.74999999999994
MOB,2023-07-12 10:56,74.0,23.33,71.0,21.67,90.97,73.9,0.0,1015.7,0.0,0.0,,FEW,3000.0,201.07923477728056,207.49999999999957
GAD,2023-07-12 10:56,67.0,19.44,67.0,19.44,100.0,66.9,3.0,1016.8,0.0,0.0,,CLR,,0.0,0.0
EUF,2023-07-12 10:58,73.0,22.78,72.0,22.22,96.68,73.0,0.0,1016.5,0.0,0.0,,CLR,,71.81145147690042,70.00000000000028
0J4,2023-07-12 10:58,75.0,23.89,70.0,21.11,84.46,75.0,0.0,1016.6,0.0,0.0,,CLR,,357.99860392306147,347.5000000000001
PRN,2023-07-12 10:58,70.0,21.11,70.0,21.11,100.0,70.0,0.0,1011.0,0.0001,0.0001,,VV ,100.0,0.0,0.0
TOI,2023-07-12 11:53,76.0,24.44,72.0,22.22,87.73,75.9,0.0,1016.6,0.0,0.0,,FEW,400.0,280.03295918176013,277.5000000000003
GZH,2023-07-12 11:53,73.0,22.78,72.0,22.22,96.68,73.0,0.0,1016.8,0.0,0.0,,VV ,200.0,71.81112556417287,70.00000000000028
BHM,2023-07-12 11:53,76.0,24.44,70.0,21.11,81.96,75.9,3.0,1016.4,0.0,0.0,,FEW,1300.0,422.5818226003061,416.2500000000002
MSL,2023-07-12 11:53,74.0,23.33,70.0,21.11,87.63,73.9,0.0,1015.0,0.0,0.0,,BKN,4100.0,279.4769404626516,277.4999999999999
HSV,2023-07-12 11:53,72.0,22.22,69.0,20.56,90.59,72.0,3.0,1015.6,0.0,0.0,,SCT,5500.0,207.6720618163616,207.50000000000003
DCU,2023-07-12 11:53,72.0,22.22,69.0,20.56,90.59,72.0,3.0,1015.7,0.0,0.0,,FEW,4800.0,207.67177710765225,207.50000000000003
ANB,2023-07-12 11:53,70.0,21.11,69.0,20.56,96.97,70.0,3.0,1016.1,0.0,0.0,,CLR,,64.41951110215939,68.75000000000009
TCL,2023-07-12 11:53,75.0,23.89,74.0,23.33,96.38,75.0,0.0,1015.9,0.0,0.0,,SCT,5500.0,79.24079209038291,70.00000000000028
EET,2023-07-12 11:53,74.0,23.33,74.0,23.33,100.0,73.9,3.0,1016.1,0.0,0.0,,VV ,200.0,3.4276606140962594e-12,0.0
DHN,2023-07-12 11:53,76.0,24.44,74.0,23.33,93.53,75.9,0.0,1017.3,0.0,0.0,,CLR,,144.05164713200867,138.75000000000037
BFM,2023-07-12 11:53,76.0,24.44,74.0,23.33,93.53,75.9,3.0,1016.8,0.0,0.0,,BKN,3500.0,144.05281202181658,138.75000000000037
MGM,2023-07-12 11:53,76.0,24.44,74.0,23.33,93.53,75.9,3.0,1016.6,0.0,0.0,,VV ,200.0,144.0532783021568,138.75000000000037
LOR,2023-07-12 11:55,73.2,22.89,72.5,22.5,97.67,73.2,0.0,1014.7,0.0,0.0,,CLR,,50.25110772837528,48.75000000000007
SXS,2023-07-12 11:55,73.8,23.22,73.4,23.0,98.66,73.8,0.0,1016.0,0.0,0.0,,CLR,,28.876803989725403,27.499999999999858
HEY,2023-07-12 11:55,73.6,23.11,73.2,22.89,98.66,73.6,0.0,1015.5,0.0,0.0,,CLR,,28.846305487669028,27.499999999999858
HUA,2023-07-12 11:55,69.4,20.78,69.0,20.56,98.98,69.4,0.0,1015.7,0.0,0.0,,SCT,5000.0,21.442279217816598,27.500000000000302
OZR,2023-07-12 11:55,73.8,23.22,73.0,22.78,97.02,73.8,0.0,1016.2,0.0,0.0,,CLR,,64.64251710212169,54.999999999999716
MXF,2023-07-12 11:55,74.0,23.33,72.5,22.5,94.76,74.1,0.0,1016.3,0.0,0.0,,BKN,100.0,114.84195964250098,103.74999999999979
79J,2023-07-12 11:56,74.0,23.33,72.0,22.22,93.79,73.9,0.0,1016.3,0.0,0.0,,FEW,6000.0,136.6487678319017,138.74999999999994
1M4,2023-07-12 11:56,72.0,22.22,72.0,22.22,100.0,72.0,3.0,1015.7,0.0,0.0,,SCT,2400.0,3.411436074306651e-12,0.0
MOB,2023-07-12 11:56,76.0,24.44,72.0,22.22,87.73,75.9,0.0,1016.4,0.0,0.0,,BKN,2000.0,280.03380890147906,277.5000000000003
GAD,2023-07-12 11:56,69.0,20.56,69.0,20.56,100.0,69.1,0.0,1017.1,0.0,0.0,,BKN,5000.0,0.0,0.0
EUF,2023-07-12 11:58,75.0,23.89,74.0,23.33,96.38,75.0,0.0,1016.6,0.0,0.0,,CLR,,79.23989619125358,70.00000000000028
PRN,2023-07-12 11:58,71.0,21.67,71.0,21.67,100.0,71.1,0.0,1011.5,0.0001,0.0001,,VV ,100.0,0.0,0.0
MXF,2023-07-12 12:10,75.2,24.0,73.4,23.0,94.14,75.2,0.0,1016.3,0.0,0.0,,OVC,100.0,129.59250761625788,125.0
MXF,2023-07-12 12:25,75.2,24.0,73.4,23.0,94.14,75.2,0.0,1016.3,0.0,0.0,,BKN,200.0,129.59250761625788,125.0
EET,2023-07-12 12:53,77.0,25.0,75.0,23.89,93.56,77.0,3.0,1016.1,0.0,0.0,,FEW,300.0,144.1452187537937,138.74999999999994
OZR,2023-07-12 12:53,78.8,26.0,73.4,23.0,83.55,78.8,0.0,1016.8,0.0,0.0,,CLR,,388.2242110302263,375.0
TOI,2023-07-12 12:53,77.0,25.0,73.0,22.78,87.48,77.0,3.0,1017.1,0.0,0.0,,OVC,200.0,287.5825754717797,277.4999999999999
DCU,2023-07-12 12:53,75.0,23.89,68.0,20.0,78.86,75.0,5.0,1015.9,0.0,0.0,,CLR,,499.91952791770547,486.25000000000006
GZH,2023-07-12 12:53,74.0,23.33,72.0,22.22,93.79,73.9,0.0,1017.0,0.0,0.0,,OVC,200.0,136.64731661609756,138.74999999999994
BHM,2023-07-12 12:53,77.0,25.0,72.0,22.22,84.58,77.0,4.0,1016.7,0.0,0.0,,OVC,800.0,358.79696846401157,347.5000000000001
ANB,2023-07-12 12:53,72.0,22.22,70.0,21.11,93.43,72.0,3.0,1016.4,0.0,0.0,,FEW,6500.0,143.25543070262972,138.74999999999994
MGM,2023-07-12 12:53,77.0,25.0,75.0,23.89,93.56,77.0,3.0,1016.8,0.0,0.0,,SCT,400.0,144.14352810003248,138.74999999999994
DHN,2023-07-12 12:53,81.0,27.22,74.0,23.33,79.06,86.25,0.0,1017.5,0.0,0.0,,CLR,,510.4581309811827,486.25000000000006
TCL,2023-07-12 12:53,77.0,25.0,74.0,23.33,90.17,77.0,5.0,1016.0,0.0,0.0,,SCT,700.0,223.18326853416409,208.75000000000023
HSV,2023-07-12 12:53,76.0,24.44,70.0,21.11,81.96,75.9,5.0,1015.8,0.0,0.0,,FEW,5000.0,422.5854156076572,416.2500000000002
BFM,2023-07-12 12:53,80.0,26.67,76.0,24.44,87.05,85.75,0.0,1017.1,0.0,0.0,,BKN,1800.0,302.8227459419822,278.75000000000006
MSL,2023-07-12 12:53,76.0,24.44,69.0,20.56,79.47,75.9,3.0,1015.2,0.0,0.0,,SCT,3000.0,486.58668954642826,485.00000000000034
SXS,2023-07-12 12:55,79.5,26.39,74.8,23.78,85.58,79.5,0.0,1016.4,0.0,0.0,,CLR,,338.4845529085933,326.24999999999994
OZR,2023-07-12 12:55,79.2,26.22,73.4,23.0,82.46,79.2,0.0,1016.8,0.0,0.0,,CLR,,416.88455629244504,402.4999999999999
HUA,2023-07-12 12:55,75.6,24.22,71.0,21.67,85.94,75.6,0.0,1015.7,0.0,0.0,,CLR,,322.7650415123137,318.74999999999966
HEY,2023-07-12 12:55,79.5,26.39,76.0,24.44,88.78,79.5,0.0,1015.8,0.0,0.0,,CLR,,259.71221039733655,243.74999999999991
LOR,2023-07-12 12:55,78.0,25.56,74.0,23.33,87.54,78.1,0.0,1015.0,0.0,0.0,,FEW,1700.0,287.6746530987726,278.75000000000006
MXF,2023-07-12 12:55,78.0,25.56,73.0,22.78,84.07,78.1,0.0,1016.7,0.0,0.0,,BKN,300.0,373.5014157740123,347.4999999999997
79J,2023-07-12 12:56,79.0,26.11,73.0,22.78,81.89,79.0,3.0,1016.7,0.0,0.0,,CLR,,431.11370858069625,416.2499999999998
MOB,2023-07-12 12:56,80.0,26.67,75.0,23.89,84.47,85.09,3.0,1016.8,0.0,0.0,,OVC,1400.0,367.3302754999307,347.5000000000001
EKY,2023-07-12 12:56,75.0,23.89,75.0,23.89,100.0,75.0,3.0,1001.9,0.0,0.0,,BKN,200.0,3.4367186580779873e-12,0.0
1M4,2023-07-12 12:56,75.0,23.89,74.0,23.33,96.38,75.0,3.0,1016.0,0.0,0.0,,FEW,3000.0,79.24066402837549,70.00000000000028
GAD,2023-07-12 12:56,72.0,22.22,71.0,21.67,96.99,72.0,3.0,1017.3,0.0,0.0,,FEW,6000.0,64.67385979195942,68.74999999999964
0J4,2023-07-12 12:58,83.0,28.33,73.0,22.78,72.11,88.75,0.0,1017.1,0.0,0.0,,CLR,,710.8902810273574,693.7499999999997
EUF,2023-07-12 12:58,80.0,26.67,76.0,24.44,87.05,85.75,0.0,1016.8,0.0,0.0,,CLR,,302.8243080799566,278.75000000000006
PRN,2023-07-12 12:58,76.0,24.44,74.0,23.33,93.53,75.9,3.0,1011.9,0.0001,0.0001,,FEW,100.0,144.06428954532186,138.75000000000037
MXF,2023-07-12 13:10,78.8,26.0,73.4,23.0,83.55,78.8,0.0,1016.3,0.0,0.0,,FEW,500.0,388.2272894024232,375.0
EET,2023-07-12 13:53,81.0,27.22,73.0,22.78,76.7,85.81,3.0,1016.4,0.0,0.0,,CLR,,574.4680235032807,554.9999999999998
DHN,2023-07-12 13:53,84.0,28.89,75.0,23.89,74.43,91.96,0.0,1017.6,0.0,0.0,,CLR,,647.5903593272802,625.0
DCU,2023-07-12 13:53,80.0,26.67,72.0,22.22,76.36,83.94,3.0,1015.8,0.0,0.0,,SCT,5500.0,580.8110296257868,556.2500000000003
BHM,2023-07-12 13:53,78.0,25.56,73.0,22.78,84.36,78.1,4.0,1016.9,0.0,0.0,,BKN,900.0,366.2204327440559,347.4999999999997
MGM,2023-07-12 13:53,81.0,27.22,75.0,23.89,82.03,86.83,3.0,1017.0,0.0,0.0,,BKN,1000.0,432.03543317803485,416.2499999999998
HSV,2023-07-12 13:53,81.0,27.22,71.0,21.67,71.92,84.95,7.0,1015.8,0.0,0.0,,FEW,5500.0,709.0557318148094,693.7499999999997
TOI,2023-07-12 13:53,83.0,28.33,74.0,23.33,74.33,89.37,3.0,1017.2,0.0,0.0,,FEW,500.0,647.0312187908623,625.0
GZH,2023-07-12 13:53,80.0,26.67,74.0,23.33,81.42,84.64,0.0,1017.2,0.0,0.0,,CLR,,445.62220354204453,417.50000000000045
BFM,2023-07-12 13:53,83.0,28.33,76.0,24.44,79.47,90.88,0.0,1017.6,0.0,0.0,,BKN,1400.0,504.7814668659781,486.2499999999996
ANB,2023-07-12 13:53,76.0,24.44,71.0,21.67,85.09,75.9,0.0,1016.7,0.0,0.0,,CLR,,344.29814133802415,346.24999999999994
TCL,2023-07-12 13:53,80.0,26.67,74.0,23.33,81.42,84.64,6.0,1016.5,0.0,0.0,,CLR,,445.62721617376366,417.50000000000045
MSL,2023-07-12 13:53,80.0,26.67,69.0,20.56,69.18,83.01,4.0,1015.3,0.0,0.0,,BKN,3000.0,785.446512693152,763.7500000000003
SXS,2023-07-12 13:55,82.6,28.11,75.7,24.28,79.71,90.2,5.0,1016.4,0.0,0.0,,CLR,,497.28842446558974,478.7499999999998
HUA,2023-07-12 13:55,79.3,26.28,70.3,21.28,73.99,79.3,5.0,1016.0,0.0,0.0,,CLR,,644.2362628581221,625.0
OZR,2023-07-12 13:55,82.0,27.78,73.4,23.0,75.5,87.47,3.0,1016.8,0.0,0.0,,CLR,,610.8156254511406,597.5000000000001
LOR,2023-07-12 13:55,83.3,28.5,74.8,23.78,75.62,90.68,3.0,1015.0,0.0,0.0,,FEW,1500.0,611.618914578303,589.9999999999999
HEY,2023-07-12 13:55,83.3,28.5,76.5,24.72,80.03,92.1,0.0,1016.1,0.0,0.0,,CLR,,490.533164541518,472.5000000000001
MXF,2023-07-12 13:55,81.0,27.22,72.0,22.22,74.4,85.39,3.0,1016.7,0.0,0.0,,FEW,800.0,638.361883618422,625.0
79J,2023-07-12 13:56,82.0,27.78,73.0,22.78,74.24,87.39,0.0,1016.7,0.0,0.0,,CLR,,646.2490195468516,625.0
MOB,2023-07-12 13:56,83.0,28.33,77.0,25.0,82.43,91.81,0.0,1017.2,0.0,0.0,,FEW,500.0,426.135435840823,416.2499999999998
GAD,2023-07-12 13:56,79.0,26.11,73.0,22.78,81.89,79.0,0.0,1017.3,0.0,0.0,,CLR,,431.10966624989885,416.2499999999998
EKY,2023-07-12 13:56,80.0,26.67,73.0,22.78,78.99,84.3,0.0,1002.2,0.0,0.0,,SCT,9000.0,509.80127345567854,486.25000000000006
1M4,2023-07-12 13:56,76.0,24.44,76.0,24.44,100.0,75.9,5.0,1016.2,0.0,0.0,,OVC,500.0,0.0,0.0
EUF,2023-07-12 13:58,85.0,29.44,75.0,23.89,72.3,93.35,0.0,1016.9,0.0,0.0,,CLR,,712.7454390093776,693.7500000000001
0J4,2023-07-12 13:58,86.0,30.0,73.0,22.78,65.27,93.09,4.0,1017.5,0.0,0.0,,SCT,1600.0,932.280651550965,902.4999999999999
PRN,2023-07-12 13:58,79.0,26.11,72.0,22.22,79.17,79.0,3.0,1011.9,0.0,0.0,,CLR,,502.2608703658055,486.25000000000006
HSV,2023-07-12 14:53,84.0,28.89,73.0,22.78,69.59,90.34,8.0,1015.9,0.0,0.0,,SCT,5000.0,789.4210822394797,763.7499999999999
EET,2023-07-12 14:53,85.0,29.44,73.0,22.78,67.61,91.6,4.0,1016.3,0.0,0.0,,CLR,,854.0480355299593,832.5
TOI,2023-07-12 14:53,87.0,30.56,72.0,22.22,60.92,93.65,4.0,1017.0,0.0,0.0,,CLR,,1080.7967335726403,1042.5
DCU,2023-07-12 14:53,83.0,28.33,72.0,22.22,69.71,88.11,7.0,1016.0,0.0,0.0,,SCT,4200.0,781.7227609491233,763.7499999999999
GZH,2023-07-12 14:53,85.0,29.44,73.0,22.78,67.61,91.6,4.0,1017.1,0.0,0.0,,SCT,3200.0,854.0373290716205,832.5
ANB,2023-07-12 14:53,83.0,28.33,73.0,22.78,72.11,88.75,0.0,1016.3,0.0,0.0,,CLR,,710.8991965973776,693.7499999999997
BFM,2023-07-12 14:53,86.0,30.0,78.0,25.56,77.37,98.48,3.0,1017.5,0.0,0.0,,SCT,1500.0,570.9717342990896,555.0000000000001
MGM,2023-07-12 14:53,84.0,28.89,74.0,23.33,71.73,91.04,3.0,1016.8,0.0,0.0,,CLR,,725.772816978006,695.0000000000002
MSL,2023-07-12 14:53,82.0,27.78,71.0,21.67,69.62,86.35,7.0,1015.6,0.0,0.0,,FEW,2400.0,780.4201104136997,763.7499999999999
DHN,2023-07-12 14:53,85.0,29.44,76.0,24.44,74.51,94.22,6.0,1017.7,0.0,0.0,,SCT,2100.0,648.6632177435818,625.0
BHM,2023-07-12 14:53,83.0,28.33,74.0,23.33,74.33,89.37,4.0,1016.9,0.0,0.0,,FEW,1800.0,647.0343547621528,625.0
TCL,2023-07-12 14:53,83.0,28.33,74.0,23.33,74.33,89.37,4.0,1016.2,0.0,0.0,,CLR,,647.0416793093631,625.0
HUA,2023-07-12 14:55,83.0,28.33,71.4,21.89,67.87,88.01,5.0,1016.0,0.0,0.0,,CLR,,837.3468203286436,804.9999999999998
OZR,2023-07-12 14:55,84.2,29.0,74.5,23.61,72.72,91.84,3.0,1016.8,0.0,0.0,,SCT,1600.0,697.5622243404979,673.7500000000001
HEY,2023-07-12 14:55,84.7,29.28,76.3,24.61,75.99,94.3,3.0,1016.1,0.0,0.0,,FEW,2200.0,605.688250080604,583.7500000000002
MXF,2023-07-12 14:55,84.2,29.0,71.0,21.67,64.84,89.26,3.0,1016.3,0.0,0.0,,CLR,,937.3933347101357,916.2499999999998
LOR,2023-07-12 14:55,85.0,29.44,75.4,24.11,72.81,94.04,0.0,1015.0,0.0,0.0,,FEW,1900.0,697.8456153712957,666.2500000000002
SXS,2023-07-12 14:55,85.0,29.44,75.2,24.0,72.79,93.54,0.0,1016.4,0.0,0.0,,SCT,2000.0,698.4127054291062,680.0000000000001
1M4,2023-07-12 14:56,78.0,25.56,77.0,25.0,96.43,78.1,7.0,1016.6,0.0,0.0,,OVC,500.0,79.40490903338323,69.99999999999984
MOB,2023-07-12 14:56,86.0,30.0,77.0,25.0,74.61,97.15,5.0,1017.1,0.0,0.0,,SCT,900.0,649.2335696310422,625.0
EKY,2023-07-12 14:56,83.0,28.33,73.0,22.78,72.11,88.75,5.0,1002.2,0.0,0.0,,CLR,,711.0586953229663,693.7499999999997
GAD,2023-07-12 14:56,82.0,27.78,74.0,23.33,76.53,87.93,0.0,1017.1,0.0,0.0,,CLR,,582.195279887546,556.2500000000003
79J,2023-07-12 14:56,85.0,29.44,71.0,21.67,63.4,90.16,5.0,1016.8,0.0,0.0,,CLR,,987.6882932909975,971.25
0J4,2023-07-12 14:58,86.0,30.0,72.0,22.22,63.1,92.25,5.0,1017.6,0.0,0.0,,SCT,2100.0,1002.6184448740034,972.5000000000001
PRN,2023-07-12 14:58,82.0,27.78,71.0,21.67,69.62,86.35,6.0,1011.8,0.0,0.0,,CLR,,780.4638011821914,763.7499999999999
EUF,2023-07-12 14:58,86.0,30.0,74.0,23.33,67.27,93.91,3.0,1016.8,0.0,0.0,,CLR,,869.0941727556695,833.7500000000002
LOR,2023-07-12 15:15,86.0,30.0,75.2,24.0,70.27,95.19,3.0,1015.4,0.0,0.0,,BKN,2300.0,777.0622294540026,750.0
HEY,2023-07-12 15:20,86.0,30.0,77.0,25.0,74.61,97.15,3.0,1016.4,0.0,0.0,,SCT,2200.0,649.241700816081,625.0
LOR,2023-07-12 15:30,87.8,31.0,77.0,25.0,70.45,99.92,0.0,1015.4,0.0,0.0,,SCT,2300.0,778.916402680643,750.0
SXS,2023-07-12 15:30,84.2,29.0,75.2,24.0,74.44,92.45,4.0,1016.7,0.0,0.0,,BKN,2300.0,647.9860613817907,625.0
SXS,2023-07-12 15:40,86.0,30.0,75.2,24.0,70.27,95.19,3.0,1016.7,0.0,0.0,,SCT,2300.0,777.045199913741,750.0
HEY,2023-07-12 15:50,86.0,30.0,77.0,25.0,74.61,97.15,0.0,1016.4,0.0,0.0,,SCT,2300.0,649.241700816081,625.0
DHN,2023-07-12 15:53,86.0,30.0,75.0,23.89,69.8,94.98,5.0,1017.9,0.0,0.0,,BKN,1700.0,791.2419092254905,763.7499999999999
DCU,2023-07-12 15:53,82.0,27.78,72.0,22.22,71.78,86.83,5.0,1016.5,0.0,0.0,,OVC,3700.0,716.8301965034298,695.0000000000002
GZH,2023-07-12 15:53,86.0,30.0,72.0,22.22,63.1,92.25,4.0,1017.3,0.0,0.0,,OVC,2900.0,1002.6229781481651,972.5000000000001
